incident_id,data_year,ori,pug_agency_name,agency_type_name,state_abbr,state_name,division_name,region_name,population_group_code,population_group_description,incident_date,total_offender_count,offender_race,offender_ethnicity,victim_count,offense_name,total_individual_victims,location_name,bias_desc,victim_types,multiple_offense,multiple_bias
1435444,2019,TX0970100,Hamilton,City,TX,Texas,West South Central,South,6,"Cities from 2,500 thru 9,999",2019-09-20,0,Not Specified,Not Specified,1,Destruction/Damage/Vandalism of Property,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Individual,S,S
1436538,2019,TX0790300,Rosenberg,City,TX,Texas,West South Central,South,4,"Cities from 25,000 thru 49,999",2019-12-31,1,White,Not Hispanic or Latino,1,Simple Assault,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1433443,2019,UT0184000,Utah Transit Authority,Other,UT,Utah,Mountain,West,7,"Cities under 2,500",2019-02-03,1,White,Not Hispanic or Latino,1,All Other Larceny,0.0,Air/Bus/Train Terminal,Anti-Sikh,Business,S,S
1434051,2019,UT0184000,Utah Transit Authority,Other,UT,Utah,Mountain,West,7,"Cities under 2,500",2019-04-28,1,White,Not Hispanic or Latino,1,Aggravated Assault,1.0,Air/Bus/Train Terminal,Anti-Sikh,Individual,S,S
1435965,2019,UT0020100,Brigham City,City,UT,Utah,Mountain,West,5,"Cities from 10,000 thru 24,999",2019-10-19,1,White,Not Specified,1,Aggravated Assault,1.0,Park/Playground,Anti-Sikh,Individual,S,S
1436424,2019,VA0950100,Colonial Beach,City,VA,Virginia,South Atlantic,South,6,"Cities from 2,500 thru 9,999",2019-10-03,1,White,Unknown,1,Drug/Narcotic Violations,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Society/Public,S,S
1435764,2019,WA0173200,Port of Seattle,Other,WA,Washington,Pacific,West,7,"Cities under 2,500",2019-10-03,1,White,Hispanic or Latino,1,Drug/Narcotic Violations,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Society/Public,S,S
1437001,2019,WI0540100,Beloit,City,WI,Wisconsin,East North Central,Midwest,4,"Cities from 25,000 thru 49,999",2019-11-19,0,Not Specified,Not Specified,1,Burglary/Breaking & Entering,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1433152,2019,WV0540100,Parkersburg,City,WV,West Virginia,South Atlantic,South,4,"Cities from 25,000 thru 49,999",2019-01-07,0,Not Specified,Not Specified,1,False Pretenses/Swindle/Confidence Game,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1433153,2019,WV0540100,Parkersburg,City,WV,West Virginia,South Atlantic,South,4,"Cities from 25,000 thru 49,999",2019-02-07,0,Not Specified,Not Specified,1,All Other Larceny,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Individual,S,S
1434269,2019,WV0540100,Parkersburg,City,WV,West Virginia,South Atlantic,South,4,"Cities from 25,000 thru 49,999",2019-01-03,1,White,Not Specified,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1434357,2019,WV0540100,Parkersburg,City,WV,West Virginia,South Atlantic,South,4,"Cities from 25,000 thru 49,999",2019-04-12,1,White,Not Specified,1,Destruction/Damage/Vandalism of Property,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Individual,S,S
1437681,2019,WV0200200,Charleston,City,WV,West Virginia,South Atlantic,South,4,"Cities from 25,000 thru 49,999",2019-07-30,1,Black or African American,Not Specified,1,Drug/Narcotic Violations,0.0,Other/Unknown,Anti-Sikh,Society/Public,S,S
1437686,2019,WV0200200,Charleston,City,WV,West Virginia,South Atlantic,South,4,"Cities from 25,000 thru 49,999",2019-12-26,0,Not Specified,Not Specified,1,All Other Larceny,1.0,Parking/Drop Lot/Garage,Anti-Sikh,Individual,S,S
1438432,2019,WV0350000,Ohio,County,WV,West Virginia,South Atlantic,South,9D,"MSA counties under 10,000",2019-09-30,0,Not Specified,Not Specified,1,Theft From Motor Vehicle,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1437945,2020,AL0011200,Hoover,City,AL,Alabama,East South Central,South,3,"Cities from 50,000 thru 99,999",2020-06-03,1,Unknown,Unknown,1,Impersonation,1.0,Other/Unknown,Anti-Sikh,Individual,S,S
1440040,2020,AZ0140300,Somerton,City,AZ,Arizona,Mountain,West,5,"Cities from 10,000 thru 24,999",2020-03-27,0,Not Specified,Not Specified,1,Destruction/Damage/Vandalism of Property,0.0,Construction Site,Anti-Sikh,Business,S,S
1440046,2020,AZ0140000,Yuma,County,AZ,Arizona,Mountain,West,9B,"MSA counties from 25,000 thru 99,999",2020-08-11,0,Not Specified,Not Specified,1,False Pretenses/Swindle/Confidence Game,1.0,Residence/Home,Anti-Sikh,Individual,S,S
908079,2020,CA043950X,Santa Clara Transit District,Other,CA,California,Pacific,West,7,"Cities under 2,500",2020-01-16,1,White,Unknown,1,Simple Assault,1.0,Air/Bus/Train Terminal,Anti-Sikh,Individual,S,S
1092017,2020,CA0270600,Monterey,City,CA,California,Pacific,West,4,"Cities from 25,000 thru 49,999",2020-08-01,1,Unknown,Unknown,2,Intimidation,2.0,Liquor Store,Anti-Sikh,Individual,S,S
1092038,2020,CA0360500,Montclair,City,CA,California,Pacific,West,4,"Cities from 25,000 thru 49,999",2020-08-10,1,Unknown,Hispanic or Latino,1,Robbery,1.0,Convenience Store,Anti-Sikh,Individual,S,S
1259678,2020,CA0540600,Tulare,City,CA,California,Pacific,West,3,"Cities from 50,000 thru 99,999",2020-09-26,2,White,Not Hispanic or Latino,1,Aggravated Assault,1.0,Other/Unknown,Anti-Sikh,Individual,S,S
1438860,2020,GA1050000,Murray,County,GA,Georgia,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",2020-01-13,0,Not Specified,Not Specified,1,All Other Larceny,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1439809,2020,GA1050000,Murray,County,GA,Georgia,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",2020-09-23,0,Not Specified,Not Specified,1,Theft From Building,0.0,Church/Synagogue/Temple/Mosque,Anti-Sikh,Religious Organization,S,S
1440890,2020,GA0290100,Athens-Clarke County,City,GA,Georgia,South Atlantic,South,2,"Cities from 100,000 thru 249,999",2020-04-17,1,White,Not Hispanic or Latino,1,Motor Vehicle Theft,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1440909,2020,GA0220200,Villa Rica,City,GA,Georgia,South Atlantic,South,5,"Cities from 10,000 thru 24,999",2020-03-18,1,Black or African American,Not Specified,2,Intimidation,2.0,Government/Public Building,Anti-Sikh,Individual,S,S
1441578,2020,GA0220200,Villa Rica,City,GA,Georgia,South Atlantic,South,5,"Cities from 10,000 thru 24,999",2020-12-24,1,White,Not Specified,1,Theft From Building,0.0,Restaurant,Anti-Sikh,Business,S,S
1442784,2020,GA0570200,Rome,City,GA,Georgia,South Atlantic,South,4,"Cities from 25,000 thru 49,999",2020-09-26,0,Not Specified,Not Specified,1,Destruction/Damage/Vandalism of Property,0.0,Other/Unknown,Anti-Sikh,Government,S,S
1446388,2020,GA0440400,Chamblee,City,GA,Georgia,South Atlantic,South,4,"Cities from 25,000 thru 49,999",2020-05-28,1,Black or African American,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Residence/Home,Anti-Sikh,Business,S,S
1440518,2020,IN0494700,Indiana Gaming Commission,Other State Agency,IN,Indiana,East North Central,Midwest,7,"Cities under 2,500",2020-09-12,1,Black or African American,Not Hispanic or Latino,1,Counterfeiting/Forgery,0.0,Gambling Facility/Casino/Race Track,Anti-Sikh,Business,S,S
1440521,2020,IN0494700,Indiana Gaming Commission,Other State Agency,IN,Indiana,East North Central,Midwest,7,"Cities under 2,500",2020-09-06,1,White,Not Hispanic or Latino,1,Simple Assault,1.0,Gambling Facility/Casino/Race Track,Anti-Sikh,Law Enforcement Officer,S,S
1441007,2020,IN0450700,Hammond,City,IN,Indiana,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",2020-07-20,0,Not Specified,Not Specified,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1441011,2020,IN0100300,Jeffersonville,City,IN,Indiana,East North Central,Midwest,4,"Cities from 25,000 thru 49,999",2020-09-11,1,Black or African American,Not Hispanic or Latino,1,Simple Assault,1.0,Hotel/Motel/Etc.,Anti-Sikh,Individual,S,S
1438343,2020,KS0070100,Hiawatha,City,KS,Kansas,West North Central,Midwest,6,"Cities from 2,500 thru 9,999",2020-06-10,1,White,Not Specified,1,Theft From Motor Vehicle,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1438680,2020,KS0400100,Newton,City,KS,Kansas,West North Central,Midwest,5,"Cities from 10,000 thru 24,999",2020-06-04,1,White,Not Specified,1,Credit Card/Automated Teller Machine Fraud,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1439960,2020,KS0730100,Larned,City,KS,Kansas,West North Central,Midwest,6,"Cities from 2,500 thru 9,999",2020-09-10,0,Not Specified,Not Specified,1,Burglary/Breaking & Entering,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1442151,2020,KS0220000,Doniphan,County,KS,Kansas,West North Central,Midwest,9D,"MSA counties under 10,000",2020-11-28,1,White,Not Specified,1,Drug Equipment Violations,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Society/Public,S,S
1449097,2020,LA0470000,St. James,County,LA,Louisiana,West South Central,South,9C,"MSA counties from 10,000 thru 24,999",2020-08-11,1,Black or African American,Unknown,2,Drug Equipment Violations;Drug/Narcotic Violations,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Society/Public,M,S
1441103,2020,MI4704700,State Police:,State Police,MI,Michigan,East North Central,Midwest,9D,"MSA counties under 10,000",2020-09-27,1,Unknown,Not Specified,1,Burglary/Breaking & Entering,0.0,Commercial/Office Building,Anti-Sikh,Unknown,S,S
1438112,2020,MN0170100,Mountain Lake,City,MN,Minnesota,West North Central,Midwest,7,"Cities under 2,500",2020-06-21,1,Unknown,Unknown,1,Intimidation,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1444580,2020,MN0310000,Itasca,County,MN,Minnesota,West North Central,Midwest,8B,"Non-MSA counties from 25,000 thru 99,999",2020-05-27,1,White,Unknown,1,Weapon Law Violations,0.0,Residence/Home,Anti-Sikh,Society/Public,S,S
1405148,2020,MO0340000,Douglas,County,MO,Missouri,West North Central,Midwest,8C,"Non-MSA counties from 10,000 thru 24,999",2020-06-24,2,White,Not Hispanic or Latino,2,Simple Assault,2.0,Residence/Home,Anti-Sikh,Individual,S,S
1443375,2020,NB0070100,Alliance,City,NB,Nebraska,West North Central,Midwest,6,"Cities from 2,500 thru 9,999",2020-09-22,1,White,Not Hispanic or Latino,1,Drug/Narcotic Violations,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Society/Public,S,S
1438111,2020,NC0631100,Taylortown,City,NC,North Carolina,South Atlantic,South,7,"Cities under 2,500",2020-06-27,1,Unknown,Unknown,1,Burglary/Breaking & Entering,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1440647,2020,NC0500000,Jackson,County,NC,North Carolina,South Atlantic,South,8B,"Non-MSA counties from 25,000 thru 99,999",2020-06-26,1,White,Not Hispanic or Latino,1,Simple Assault,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1441264,2020,NC0780200,Maxton,City,NC,North Carolina,South Atlantic,South,7,"Cities under 2,500",2020-07-18,0,Not Specified,Not Specified,1,Destruction/Damage/Vandalism of Property,1.0,Other/Unknown,Anti-Sikh,Individual,S,S
1442843,2020,NC0180700,Long View,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",2020-06-16,1,White,Not Hispanic or Latino,1,Drug Equipment Violations,0.0,Parking/Drop Lot/Garage,Anti-Sikh,Society/Public,S,S
1442845,2020,NC0310000,Duplin,County,NC,North Carolina,South Atlantic,South,8B,"Non-MSA counties from 25,000 thru 99,999",2020-12-09,1,White,Not Hispanic or Latino,1,Drug Equipment Violations,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Society/Public,S,S
1442846,2020,NC0340300,Winston-Salem State University,University or College,NC,North Carolina,South Atlantic,South,7,"Cities under 2,500",2020-10-31,1,Black or African American,Not Hispanic or Latino,1,Drug Equipment Violations,0.0,School-College/University,Anti-Sikh,Society/Public,S,S
1442849,2020,NC0410400,North Carolina Agricultural and Technical State University,University or College,NC,North Carolina,South Atlantic,South,7,"Cities under 2,500",2020-09-28,1,Black or African American,Not Hispanic or Latino,1,Kidnapping/Abduction,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1445190,2020,NC0640600,Sharpsburg,City,NC,North Carolina,South Atlantic,South,7,"Cities under 2,500",2020-07-02,1,Black or African American,Not Hispanic or Latino,1,Fondling,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1446477,2020,NC0450000,Henderson,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",2020-10-02,1,White,Not Hispanic or Latino,1,Drug/Narcotic Violations,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Society/Public,S,S
1446478,2020,NC0450000,Henderson,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",2020-10-05,0,Not Specified,Not Specified,1,Identity Theft,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1446490,2020,NC0630000,Moore,County,NC,North Carolina,South Atlantic,South,8B,"Non-MSA counties from 25,000 thru 99,999",2020-12-08,1,White,Not Hispanic or Latino,1,Motor Vehicle Theft,1.0,Commercial/Office Building,Anti-Sikh,Individual,S,S
1440758,2020,NM0070600,Sunland Park,City,NM,New Mexico,Mountain,West,5,"Cities from 10,000 thru 24,999",2020-08-19,1,White,Hispanic or Latino,1,Simple Assault,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1437855,2020,NV0160100,Reno,City,NV,Nevada,Mountain,West,1C,"Cities from 250,000 thru 499,999",2020-02-28,1,White,Not Hispanic or Latino,1,All Other Larceny,1.0,Commercial/Office Building,Anti-Sikh,Individual,S,S
1437859,2020,NV0160100,Reno,City,NV,Nevada,Mountain,West,1C,"Cities from 250,000 thru 499,999",2020-05-22,1,Unknown,Unknown,1,Theft of Motor Vehicle Parts or Accessories,1.0,Commercial/Office Building,Anti-Sikh,Individual,S,S
1406064,2020,OH0680000,Preble,County,OH,Ohio,East North Central,Midwest,8C,"Non-MSA counties from 10,000 thru 24,999",2020-07-28,3,White,Not Hispanic or Latino,1,Drug/Narcotic Violations,0.0,Residence/Home,Anti-Sikh,Society/Public,S,S
1444028,2020,OH0240100,Washington Court House,City,OH,Ohio,East North Central,Midwest,5,"Cities from 10,000 thru 24,999",2020-03-26,0,Not Specified,Not Specified,1,All Other Larceny,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1444046,2020,OHCOP0000,Columbus,City,OH,Ohio,East North Central,Midwest,1B,"Cities from 500,000 thru 999,999",2020-03-07,0,Not Specified,Not Specified,1,Theft of Motor Vehicle Parts or Accessories,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1444086,2020,OHCOP0000,Columbus,City,OH,Ohio,East North Central,Midwest,1B,"Cities from 500,000 thru 999,999",2020-05-29,0,Not Specified,Not Specified,1,Destruction/Damage/Vandalism of Property,0.0,Government/Public Building,Anti-Sikh,Government,S,S
1444187,2020,OH0680000,Preble,County,OH,Ohio,East North Central,Midwest,8C,"Non-MSA counties from 10,000 thru 24,999",2020-06-26,0,Not Specified,Not Specified,1,Drug Equipment Violations,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Society/Public,S,S
1444188,2020,OH0680000,Preble,County,OH,Ohio,East North Central,Midwest,8C,"Non-MSA counties from 10,000 thru 24,999",2020-08-07,1,White,Not Hispanic or Latino,1,Drug Equipment Violations,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Society/Public,S,S
1444189,2020,OH0680000,Preble,County,OH,Ohio,East North Central,Midwest,8C,"Non-MSA counties from 10,000 thru 24,999",2020-08-09,1,White,Not Hispanic or Latino,1,Intimidation,1.0,Government/Public Building,Anti-Sikh,Individual,S,S
1444242,2020,OHCOP0000,Columbus,City,OH,Ohio,East North Central,Midwest,1B,"Cities from 500,000 thru 999,999",2020-10-19,1,Black or African American,Not Specified,1,Theft From Building,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1444254,2020,OH0680000,Preble,County,OH,Ohio,East North Central,Midwest,8C,"Non-MSA counties from 10,000 thru 24,999",2020-10-18,0,Not Specified,Not Specified,2,Burglary/Breaking & Entering,2.0,Residence/Home,Anti-Sikh,Individual,S,S
1444276,2020,OHCOP0000,Columbus,City,OH,Ohio,East North Central,Midwest,1B,"Cities from 500,000 thru 999,999",2020-11-08,0,Not Specified,Not Specified,1,All Other Larceny,1.0,Other/Unknown,Anti-Sikh,Individual,S,S
1444288,2020,OH0690000,Putnam,County,OH,Ohio,East North Central,Midwest,8C,"Non-MSA counties from 10,000 thru 24,999",2020-11-14,1,White,Not Hispanic or Latino,1,Aggravated Assault,1.0,Residence/Home,Anti-Sikh,Law Enforcement Officer,S,S
1444406,2020,OH0520000,Medina,County,OH,Ohio,East North Central,Midwest,9B,"MSA counties from 25,000 thru 99,999",2020-11-03,1,White,Not Hispanic or Latino,1,All Other Larceny,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1444526,2020,OH0710100,Chillicothe,City,OH,Ohio,East North Central,Midwest,5,"Cities from 10,000 thru 24,999",2020-05-29,0,Not Specified,Not Specified,1,All Other Larceny,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Individual,S,S
1444529,2020,OH0710100,Chillicothe,City,OH,Ohio,East North Central,Midwest,5,"Cities from 10,000 thru 24,999",2020-08-19,0,Not Specified,Not Specified,1,Destruction/Damage/Vandalism of Property,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Individual,S,S
1441287,2020,OK0540200,Weleetka,City,OK,Oklahoma,West South Central,South,7,"Cities under 2,500",2020-08-04,1,White,Not Specified,1,Weapon Law Violations,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Society/Public,S,S
859180,2020,TX1080900,Mercedes,City,TX,Texas,West South Central,South,5,"Cities from 10,000 thru 24,999",2020-01-12,1,White,Hispanic or Latino,1,Not Specified,,Grocery/Supermarket,Anti-Sikh,Business,S,S
859181,2020,TX1080900,Mercedes,City,TX,Texas,West South Central,South,5,"Cities from 10,000 thru 24,999",2020-02-18,1,Unknown,Unknown,1,Murder and Nonnegligent Manslaughter,1.0,Residence/Home,Anti-Sikh,Individual,S,S
859182,2020,TX1080900,Mercedes,City,TX,Texas,West South Central,South,5,"Cities from 10,000 thru 24,999",2020-02-20,1,White,Hispanic or Latino,1,Simple Assault,1.0,Residence/Home,Anti-Sikh,Individual,S,S
859183,2020,TX1080900,Mercedes,City,TX,Texas,West South Central,South,5,"Cities from 10,000 thru 24,999",2020-03-12,1,Unknown,Unknown,1,Not Specified,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1438394,2020,TX1012300,Tomball,City,TX,Texas,West South Central,South,5,"Cities from 10,000 thru 24,999",2020-05-27,0,Not Specified,Not Specified,1,All Other Larceny,1.0,Rental Storage Facility,Anti-Sikh,Individual,S,S
1438825,2020,TX2410200,Wharton,City,TX,Texas,West South Central,South,6,"Cities from 2,500 thru 9,999",2020-06-06,0,Not Specified,Not Specified,1,Burglary/Breaking & Entering,0.0,Commercial/Office Building,Anti-Sikh,Business,S,S
1439181,2020,TX2130000,Somervell,County,TX,Texas,West South Central,South,8D,"Non-MSA counties under 10,000",2020-08-22,1,White,Not Hispanic or Latino,1,Simple Assault,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1439557,2020,TX1012300,Tomball,City,TX,Texas,West South Central,South,5,"Cities from 10,000 thru 24,999",2020-09-27,0,Not Specified,Not Specified,1,All Other Larceny,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1440480,2020,TX2130000,Somervell,County,TX,Texas,West South Central,South,8D,"Non-MSA counties under 10,000",2020-12-10,0,Not Specified,Not Specified,1,All Other Larceny,0.0,Residence/Home,Anti-Sikh,Business,S,S
1440486,2020,TX2540000,Zavala,County,TX,Texas,West South Central,South,8D,"Non-MSA counties under 10,000",2020-11-05,1,White,Hispanic or Latino,1,Intimidation,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1441113,2020,TX0110200,Elgin,City,TX,Texas,West South Central,South,5,"Cities from 10,000 thru 24,999",2020-11-29,1,Black or African American,Not Hispanic or Latino,1,Motor Vehicle Theft,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Business,S,S
1447286,2020,TX0570800,DeSoto,City,TX,Texas,West South Central,South,3,"Cities from 50,000 thru 99,999",2020-12-17,0,Not Specified,Not Specified,1,Theft From Motor Vehicle,1.0,Hotel/Motel/Etc.,Anti-Sikh,Individual,S,S
1438161,2020,UT0060800,Sunset,City,UT,Utah,Mountain,West,6,"Cities from 2,500 thru 9,999",2020-06-22,1,White,Not Hispanic or Latino,1,Impersonation,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1438166,2020,UT0060800,Sunset,City,UT,Utah,Mountain,West,6,"Cities from 2,500 thru 9,999",2020-05-10,1,White,Not Hispanic or Latino,1,Burglary/Breaking & Entering,1.0,Restaurant,Anti-Sikh,Individual,S,S
1438674,2020,UT0200000,Sanpete,County,UT,Utah,Mountain,West,8D,"Non-MSA counties under 10,000",2020-06-22,0,Not Specified,Not Specified,1,Theft From Building,1.0,Construction Site,Anti-Sikh,Individual,S,S
1442476,2020,UT0230000,Tooele,County,UT,Utah,Mountain,West,9C,"MSA counties from 10,000 thru 24,999",2020-11-23,1,White,Not Specified,1,Identity Theft,1.0,Bank/Savings and Loan,Anti-Sikh,Individual,S,S
1442001,2020,VA1220500,Department of Game and Inland Fisheries,Other State Agency,VA,Virginia,South Atlantic,South,7,"Cities under 2,500",2020-09-28,1,White,Not Hispanic or Latino,1,Stolen Property Offenses,1.0,Lake/Waterway/Beach,Anti-Sikh,Individual,S,S
1437806,2020,VT0050000,Essex,County,VT,Vermont,New England,Northeast,8D,"Non-MSA counties under 10,000",2020-04-09,0,Not Specified,Not Specified,1,Intimidation,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1438064,2020,VTVSP0600,State Police:,State Police,VT,Vermont,New England,Northeast,8C,"Non-MSA counties from 10,000 thru 24,999",2020-06-17,0,Not Specified,Not Specified,1,All Other Larceny,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1438993,2020,VTVSP0600,State Police:,State Police,VT,Vermont,New England,Northeast,8C,"Non-MSA counties from 10,000 thru 24,999",2020-07-08,0,Not Specified,Not Specified,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1441028,2020,VTVSP0200,State Police:,State Police,VT,Vermont,New England,Northeast,8C,"Non-MSA counties from 10,000 thru 24,999",2020-11-21,0,Not Specified,Not Specified,1,All Other Larceny,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1440148,2020,WA0390500,Yakima,City,WA,Washington,Pacific,West,3,"Cities from 50,000 thru 99,999",2020-08-04,0,Not Specified,Not Specified,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1437003,2020,WI0710200,Neenah,City,WI,Wisconsin,East North Central,Midwest,4,"Cities from 25,000 thru 49,999",2020-01-23,0,Not Specified,Not Specified,1,Theft From Motor Vehicle,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Individual,S,S
1439642,2020,WI0280700,Waterloo,City,WI,Wisconsin,East North Central,Midwest,6,"Cities from 2,500 thru 9,999",2020-06-27,1,White,Not Specified,1,Aggravated Assault,1.0,Rental Storage Facility,Anti-Sikh,Individual,S,S
1401193,2020,WV0200200,Charleston,City,WV,West Virginia,South Atlantic,South,4,"Cities from 25,000 thru 49,999",2020-04-11,2,Multiple,Not Specified,1,Burglary/Breaking & Entering,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1401866,2020,WV0170000,Harrison,County,WV,West Virginia,South Atlantic,South,8B,"Non-MSA counties from 25,000 thru 99,999",2020-10-11,2,White,Not Specified,1,Simple Assault,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1404822,2020,WVWSP0200,State Police:,State Police,WV,West Virginia,South Atlantic,South,9D,"MSA counties under 10,000",2020-04-01,2,Black or African American,Not Specified,1,Drug/Narcotic Violations,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Society/Public,S,S
1405270,2020,WV0203600,Metropolitan Drug Enforcement Network Team,Other,WV,West Virginia,South Atlantic,South,7,"Cities under 2,500",2020-05-21,2,Multiple,Not Specified,1,Drug/Narcotic Violations,0.0,Residence/Home,Anti-Sikh,Society/Public,S,S
1436472,2020,WV0540100,Parkersburg,City,WV,West Virginia,South Atlantic,South,4,"Cities from 25,000 thru 49,999",2020-01-30,1,White,Not Specified,1,Drug/Narcotic Violations,0.0,Liquor Store,Anti-Sikh,Society/Public,S,S
1436927,2020,WVWSP0800,State Police:,State Police,WV,West Virginia,South Atlantic,South,9D,"MSA counties under 10,000",2020-02-02,0,Not Specified,Not Specified,1,Burglary/Breaking & Entering,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1437334,2020,WV0540100,Parkersburg,City,WV,West Virginia,South Atlantic,South,4,"Cities from 25,000 thru 49,999",2020-02-11,1,Black or African American,Not Specified,1,Drug/Narcotic Violations,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Society/Public,S,S
1437506,2020,WV0050000,Brooke,County,WV,West Virginia,South Atlantic,South,9C,"MSA counties from 10,000 thru 24,999",2020-04-27,1,White,Not Specified,1,Drug/Narcotic Violations,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Society/Public,S,S
1437679,2020,WV0400000,Putnam,County,WV,West Virginia,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",2020-05-08,1,Unknown,Not Specified,1,Simple Assault,1.0,Hotel/Motel/Etc.,Anti-Sikh,Individual,S,S
1437684,2020,WV0540200,Vienna,City,WV,West Virginia,South Atlantic,South,5,"Cities from 10,000 thru 24,999",2020-05-20,1,White,Not Specified,1,Shoplifting,0.0,Department/Discount Store,Anti-Sikh,Business,S,S
1438428,2020,WV0200200,Charleston,City,WV,West Virginia,South Atlantic,South,4,"Cities from 25,000 thru 49,999",2020-07-02,1,White,Not Specified,1,Simple Assault,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1438430,2020,WV0540100,Parkersburg,City,WV,West Virginia,South Atlantic,South,4,"Cities from 25,000 thru 49,999",2020-07-15,1,White,Not Specified,1,Shoplifting,0.0,Department/Discount Store,Anti-Sikh,Business,S,S
1440074,2020,WV0170200,Clarksburg,City,WV,West Virginia,South Atlantic,South,5,"Cities from 10,000 thru 24,999",2020-10-26,1,White,Not Specified,1,Simple Assault,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1440414,2020,WV0170000,Harrison,County,WV,West Virginia,South Atlantic,South,8B,"Non-MSA counties from 25,000 thru 99,999",2020-11-14,1,White,Not Specified,1,All Other Larceny,1.0,Camp/Campground,Anti-Sikh,Individual,S,S
1442571,2020,WV0310000,Monongalia,County,WV,West Virginia,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",2020-10-24,0,Not Specified,Not Specified,1,All Other Larceny,1.0,Hotel/Motel/Etc.,Anti-Sikh,Individual,S,S
1446103,2020,WVWSP0400,State Police:,State Police,WV,West Virginia,South Atlantic,South,8D,"Non-MSA counties under 10,000",2020-02-12,1,White,Not Specified,1,All Other Larceny,1.0,Other/Unknown,Anti-Sikh,Individual,S,S
